,Player,Team,Salary
572,Christian Wood,Detroit Pistons,7719.900825446802
573,Jordan McRae,Detroit Pistons,7719.900825446802
574,Cliff Alexander,New Orleans Pelicans,7719.900825446802
575,Gerald Green,Houston Rockets,7688.475526182476
576,Luke Petrasek,Charlotte Hornets,6713.166704257616
577,T.J. Williams,Charlotte Hornets,6713.166704257616
578,Terry Henderson,Charlotte Hornets,6713.166704257616
579,Dillon Brooks,Memphis Grizzlies,6713.166704257616
580,Dakari Johnson,Oklahoma City Thunder,6713.166704257616
581,Xavier Rathan-Mayes,Memphis Grizzlies,6713.166704257616
582,Kennedy Meeks,Maccabi Haifa Maccabi Haifa,6713.166704257616
583,Thomas Bryant,Los Angeles Lakers,6713.166704257616
584,Erik McCree,Utah Jazz,6713.166704257616
585,Royce O'Neale,Utah Jazz,6713.166704257616
586,Rashawn Thomas,Oklahoma City Thunder,6713.166704257616
587,Bryce Alford,Oklahoma City Thunder,6713.166704257616
588,Brandon Paul,San Antonio Spurs,6713.166704257616
589,Matt Jones,Sacramento Kings,6713.166704257616
590,Cameron Oliver,Portland Trail Blazers,6713.166704257616
591,Troy Caupain,Portland Trail Blazers,6713.166704257616
592,Jawun Evans,LA Clippers,6713.166704257616
593,Peter Jok,Phoenix Suns,6713.166704257616
594,James Blackmon Jr.,Philadelphia 76ers,6713.166704257616
595,Isaiah Briscoe,Orlando Magic,6713.166704257616
596,Melo Trimble,Melbourne Melbourne United,6713.166704257616
597,JeQuan Lewis,Milwaukee Bucks,6713.166704257616
598,Davon Reed,Phoenix Suns,6713.166704257616
599,V.J. Beachem,Los Angeles Lakers,6713.166704257616
600,LaDontae Henton,LA Clippers,6713.166704257616
601,Naz Mitrou-Long,Utah Jazz,6713.166704257616
602,Zhou Qi,Houston Rockets,6713.166704257616
603,Alex Hamilton,Golden State Warriors,6713.166704257616
604,Brandon Ashley,Newzealand New Zealand Breakers,6713.166704257616
605,Maxi Kleber,Dallas Mavericks,6713.166704257616
606,Jaylen Johnson,Chicago Bulls,6713.166704257616
607,Frank Jackson,New Orleans Pelicans,6713.166704257616
608,Sindarius Thornwell,LA Clippers,6713.166704257616
609,L.J. Peak,Boston Celtics,6713.166704257616
610,Daniel Theis,Boston Celtics,6713.166704257616
611,Jordan Mathews,Atlanta Hawks,6713.166704257616
612,Tyler Cavanaugh,Atlanta Hawks,4665.211937886632
613,Emeka Okafor,New Orleans Pelicans,3537.076492789602
614,DeAndre Liggins,Milwaukee Bucks,3490.510272168569
615,Rasheed Sulaimon,Charlotte Hornets,2980.6416986164513
616,Andrew Andrews,Charlotte Hornets,2980.6416986164513
617,Yanick Moreira,Toronto Raptors,2980.6416986164513
618,Brady Heslip,Toronto Raptors,2980.6416986164513
619,E.J. Singler,Toronto Raptors,2980.6416986164513
620,Drew Crawford,Toronto Raptors,2980.6416986164513
621,Isaiah Cousins,Utah Jazz,2980.6416986164513
622,Kaleb Tarczewski,Oklahoma City Thunder,2980.6416986164513
623,Richard Solomon,Oklahoma City Thunder,2980.6416986164513
624,Nicolas Laprovittola,San Antonio Spurs,2980.6416986164513
625,Ryan Richards,San Antonio Spurs,2980.6416986164513
626,Gracin Bakumanya,Phoenix Suns,2980.6416986164513
627,Derek Cooke Jr.,Phoenix Suns,2980.6416986164513
628,Anthony Barber,Philadelphia 76ers,2980.6416986164513
629,Maurice Ndour,New York Knicks,2980.6416986164513
630,J.P. Tokoto,New York Knicks,2980.6416986164513
631,Egidijus Mockevicius,Brooklyn Nets,2980.6416986164513
632,Beau Beech,Brooklyn Nets,2980.6416986164513
633,Stefan Jankovic,Miami Heat,2980.6416986164513
634,Julian Jacobs,Los Angeles Lakers,2980.6416986164513
635,Zach Auguste,Los Angeles Lakers,2980.6416986164513
636,Nick Zeisloft,Golden State Warriors,2980.6416986164513
637,Elgin Cook,Golden State Warriors,2980.6416986164513
638,Scott Wood,Golden State Warriors,2980.6416986164513
639,Cameron Jones,Golden State Warriors,2980.6416986164513
640,Nikola Jovanovic,Detroit Pistons,2980.6416986164513
641,Trey Freeman,Detroit Pistons,2980.6416986164513
642,Ben Bentil,Dallas Mavericks,2980.6416986164513
643,Jameel Warney,Dallas Mavericks,2980.6416986164513
644,Keith Hornsby,Dallas Mavericks,2980.6416986164513
645,D'Vauntes Smith-Rivera,Chicago Bulls,2980.6416986164513
646,Thomas Walkup,Chicago Bulls,2980.6416986164513
647,J.J. Avila,Chicago Bulls,2980.6416986164513
648,Quincy Ford,New Orleans Pelicans,2980.6416986164513
649,Jonathan Holmes,Boston Celtics,2980.6416986164513
650,Brandan Wright,Memphis Grizzlies,2427.5376920771396
651,Joe Johnson,Utah Jazz,2265.746392025673
652,Toney Douglas,Memphis Grizzlies,1450.7739929258373
653,C.J. Williams,LA Clippers,1419.1214313826406
654,Derrick Rose,Minnesota Timberwolves,854.2731010364002
655,Lamar Patterson,Atlanta Hawks,615.4548347108272
656,Wade Baldwin IV,Portland Trail Blazers,533.34071694267
657,Larry Sanders,Cleveland Cavaliers,435.4336762838949
658,Georgios Papagiannis,Sacramento Kings,346.86655575065845
659,Shaquille Harrison,Phoenix Suns,309.05311172333063
660,Travis Wear,Los Angeles Lakers,221.99579308326523
661,Ray McCallum,Charlotte Hornets,148.02374076877277
662,Manny Harris,Dallas Mavericks,134.26012267264085
663,Tim Quarterman,Houston Rockets,93.79186053505293
664,Aaron Harrison,Dallas Mavericks,84.38173598538746
665,Marquis Teague,Memphis Grizzlies,55.53936802801409
666,Mike Tobey,Charlotte Hornets,45.483618671349134
667,MarShon Brooks,Memphis Grizzlies,36.67302522882545
668,Jordan Crawford,New Orleans Pelicans,34.170689150595905
669,Justin Harper,Philadelphia 76ers,33.56503066816021
670,Alonzo Gee,Denver Nuggets,33.56503066816021
671,Nigel Hayes,Toronto Raptors,30.856343192758317
672,David Stockton,Utah Jazz,19.979262157770982
673,Jonathan Gibson,Boston Celtics,19.979262157770982
674,Pierre Jackson,Dallas Mavericks,10.313715005096224
675,Andre Ingram,Los Angeles Lakers,1.9285214495473948
676,Amile Jefferson,Orlando Magic,0.21428016106082165
677,Aaron Jackson,Houston Rockets,0.21428016106082165
