,Player,Team,Salary
579,Hamady Ndiaye,Washington Wizards,10008.635139290884
580,Greg Stiemsma,Boston Celtics,10008.635139290884
581,Garret Siler,Phoenix Suns,10008.635139290884
582,Taylor Griffin,Phoenix Suns,10008.635139290884
583,Darington Hobson,Milwaukee Bucks,10008.635139290884
584,Kenny Hasbrouck,null Unknown,10008.635139290884
585,Derrick Caracter,Flamengo Flamengo,10008.635139290884
586,Isaiah Thomas,Sacramento Kings,10008.635139290884
587,Devin Ebanks,Los Angeles Lakers,10008.635139290884
588,Chris Johnson,Portland Trail Blazers,10008.635139290884
589,Samardo Samuels,Cleveland Cavaliers,10008.635139290884
590,Luke Harangody,Cleveland Cavaliers,10008.635139290884
591,Semih Erden,Cleveland Cavaliers,10008.635139290884
592,Jeff Adrien,Houston Rockets,10008.635139290884
593,Curtis Jerrells,null Unknown,10008.635139290884
594,Oliver Lafayette,Milan Olimpia,10008.635139290884
595,Jeremy Evans,Utah Jazz,10008.635139290884
596,Dexter Pittman,Miami Heat,10008.635139290884
597,Dontell Jefferson,Charlotte Hornets,9343.160643649646
598,Mike Taylor,LA Clippers,9343.160643649646
599,Joe Crawford,New York Knicks,9343.160643649646
600,Sun Yue,Los Angeles Lakers,9343.160643649646
601,Walter Sharpe,Detroit Pistons,9343.160643649646
602,DeMarcus Nelson,Chicago Bulls,9343.160643649646
603,Othello Hunter,Madrid Real Madrid,9343.160643649646
604,Ime Udoka,Philadelphia 76ers,8651.551402384397
605,Mike Wilks,Oklahoma City Thunder,7962.176832075666
606,Brian Skinner,Memphis Grizzlies,7697.6778367445395
607,Allen Iverson,Philadelphia 76ers,7294.333102405071
608,Jeremy Tyler,Golden State Warriors,7278.960788367446
609,Acie Law,Golden State Warriors,6908.713424453863
610,Josh Selby,Memphis Grizzlies,5211.563641375508
611,Trey Thompkins,LA Clippers,4931.172903314727
612,Erick Dampier,Atlanta Hawks,4849.426628230308
613,Jason Williams,Orlando Magic,4747.901614223692
614,Ish Smith,Orlando Magic,4702.932099510716
615,Travis Leslie,LA Clippers,4307.077389566535
616,Malcolm Lee,Minnesota Timberwolves,4307.077389566535
617,Ryan Reid,Oklahoma City Thunder,3887.1373440837983
618,Cory Higgins,Charlotte Bobcats,3864.3227347529464
619,Shelvin Mack,Washington Wizards,3864.3227347529464
620,Sherron Collins,Charlotte Hornets,3864.3227347529464
621,Josh Harrellson,New York Knicks,3864.3227347529464
622,Lavoy Allen,Philadelphia 76ers,3864.3227347529464
623,Chris Wright,Golden State Warriors,3864.3227347529464
624,Pooh Jeter,Sacramento Kings,3864.3227347529464
625,Terrel Harris,Miami Heat,3864.3227347529464
626,Charles Jenkins,Golden State Warriors,3864.3227347529464
627,Justin Harper,Orlando Magic,3864.3227347529464
628,Stanley Robinson,null Unknown,3864.3227347529464
629,Mychel Thompson,Cleveland Cavaliers,3864.3227347529464
630,Dennis Horner,New Jersey Nets,3864.3227347529464
631,Jordan Williams,New Jersey Nets,3864.3227347529464
632,Brian Zoubek,null Unknown,3864.3227347529464
633,Greg Smith,Houston Rockets,3864.3227347529464
634,Jon Leuer,Milwaukee Bucks,3864.3227347529464
635,Tiny Gallon,null Unknown,3864.3227347529464
636,DeAndre Liggins,Orlando Magic,3864.3227347529464
637,Patrick Beverley,LA Clippers,3864.3227347529464
638,Andrew Goudelock,Los Angeles Lakers,3864.3227347529464
639,Matt Janning,Denver Nuggets,3864.3227347529464
640,Ivan Johnson,Atlanta Hawks,3864.3227347529464
641,Julyan Stone,Denver Nuggets,3864.3227347529464
642,Tyshawn Taylor,New Orleans Pelicans,3864.3227347529464
643,Darius Morris,Los Angeles Lakers,3864.3227347529464
644,E'Twaun Moore,Boston Celtics,3864.3227347529464
645,Vernon Macklin,Detroit Pistons,3864.3227347529464
646,Jerome Jordan,New York Knicks,3864.3227347529464
647,Carldell Johnson,New Orleans Hornets,3864.3227347529464
648,Trey Gilder,Utah Jazz,3607.380224381504
649,Marcus Landry,Milwaukee Bucks,3607.380224381504
650,Deron Washington,null Unknown,3607.380224381504
651,Kyrylo Fesenko,Indiana Pacers,3260.026876162911
652,Joel Przybilla,Portland Trail Blazers,3043.4748193784026
653,Gerald Green,New Jersey Nets,2944.4957027255186
654,Peja Stojakovic,Dallas Mavericks,2785.0641621011646
655,Walker Russell Jr.,Detroit Pistons,2413.6946109847704
656,Ronny Turiaf,Washington Wizards,1754.577223899111
657,Lance Thomas,New Orleans Hornets,1608.4593343153472
658,Kelenna Azubuike,Dallas Mavericks,1352.552492316174
659,Gilbert Arenas,Memphis Grizzlies,1181.076859640962
660,Terrence Williams,Sacramento Kings,1119.7261361036453
661,Manny Harris,Cleveland Cavaliers,1094.2055036868583
662,Ryan Hollins,Cleveland Cavaliers,1060.0201623595894
663,Boris Diaw,Charlotte Bobcats,1001.949916683895
664,Bobby Simmons,LA Clippers,945.5153990765625
665,Mustafa Shakur,Oklahoma City Thunder,881.215116876852
666,Earl Boykins,Houston Rockets,837.5459508131762
667,Mike James,Chicago Bulls,837.5459508131762
668,Alan Anderson,Toronto Raptors,786.0188548170354
669,Patty Mills,San Antonio Spurs,785.4301786403419
670,Al Thornton,Golden State Warriors,767.6324005237407
671,Travis Diener,Portland Trail Blazers,751.1245814209909
672,Leon Powe,Memphis Grizzlies,696.2695039797395
673,Cartier Martin,Washington Wizards,687.8649620288057
674,Carlos Arroyo,Boston Celtics,661.8900153159673
675,Ben Uzoh,Toronto Raptors,625.5347719660947
676,Donald Sloan,Cleveland Cavaliers,443.33008400523744
677,Courtney Fortson,LA Clippers,422.47250404865275
678,James Singleton,Washington Wizards,395.8723076459238
679,Mickell Gladness,Miami Heat,325.7132520846254
680,Blake Ahearn,Utah Jazz,236.37884976914063
681,Armon Johnson,Portland Trail Blazers,188.11584377368894
682,Jamario Moon,Charlotte Bobcats,158.8323390703604
683,Garrett Temple,Brooklyn Nets,112.20753581765557
684,Morris Almond,Washington Wizards,98.9693826924402
685,Mikki Moore,Golden State Warriors,98.9693826924402
686,Dan Gadzuric,New York Knicks,82.96100284267108
687,Jerome Dyson,New Orleans Hornets,72.63291468541107
688,Diamon Simpson,Houston Rockets,56.54776860657432
689,Darryl Watkins,New Orleans Hornets,52.72574324650265
690,Sean Williams,Dallas Mavericks,43.0122175590931
691,Lester Hudson,Memphis Grizzlies,40.07866142926056
692,Cedric Jackson,Cleveland Cavaliers,28.084567311005443
693,Jeff Foote,New Orleans Hornets,25.13234160292192
694,Othyus Jeffers,Minnesota Timberwolves,22.164451519536904
695,D.J. Kennedy,Cleveland Cavaliers,9.047327131141891
696,Larry Owens,New Jersey Nets,8.557479997932603
697,Mario West,Brooklyn Nets,6.962487233822618
698,Xavier Silas,Philadelphia 76ers,2.261831782785473
