,Player,Team,Salary
572,Drew Crawford,Toronto Raptors,3137.362606258564
573,Daniel Ochefu,Washington Wizards,3137.362606258564
574,Ron Baker,New York Knicks,3137.362606258564
575,Jalen Jones,Washington Wizards,3137.362606258564
576,Davis Bertans,San Antonio Spurs,3137.362606258564
577,Isaiah Cousins,Utah Jazz,3137.362606258564
578,Kyle Collinsworth,Utah Jazz,3137.362606258564
579,Kaleb Tarczewski,Oklahoma City Thunder,3137.362606258564
580,Semaj Christon,Oklahoma City Thunder,3137.362606258564
581,Richard Solomon,Oklahoma City Thunder,3137.362606258564
582,Matt Costello,San Antonio Spurs,3137.362606258564
583,Bryn Forbes,San Antonio Spurs,3137.362606258564
584,Nicolas Laprovittola,San Antonio Spurs,3137.362606258564
585,Brandon Paul,San Antonio Spurs,3137.362606258564
586,Ryan Richards,San Antonio Spurs,3137.362606258564
587,Chinanu Onuaku,Houston Rockets,3137.362606258564
588,Gracin Bakumanya,Phoenix Suns,3137.362606258564
589,Cheick Diallo,New Orleans Pelicans,3137.362606258564
590,Derek Cooke Jr.,Phoenix Suns,3137.362606258564
591,Anthony Barber,Philadelphia 76ers,3137.362606258564
592,Maurice Ndour,New York Knicks,3137.362606258564
593,J.P. Tokoto,New York Knicks,3137.362606258564
594,James Webb III,Brooklyn Nets,3137.362606258564
595,Egidijus Mockevicius,Brooklyn Nets,3137.362606258564
596,Beau Beech,Brooklyn Nets,3137.362606258564
597,C.J. Williams,Brooklyn Nets,3137.362606258564
598,Marshall Plumlee,New York Knicks,3137.362606258564
599,Derrick Jones Jr.,Phoenix Suns,3137.362606258564
600,Stefan Jankovic,Miami Heat,3137.362606258564
601,Julian Jacobs,Los Angeles Lakers,3137.362606258564
602,Alex Caruso,Los Angeles Lakers,3137.362606258564
603,Zach Auguste,Los Angeles Lakers,3137.362606258564
604,Rodney McGruder,Miami Heat,3137.362606258564
605,Nick Zeisloft,Golden State Warriors,3137.362606258564
606,Tim Quarterman,Portland Trail Blazers,3137.362606258564
607,Danuel House Jr.,Washington Wizards,3137.362606258564
608,Elgin Cook,Golden State Warriors,3137.362606258564
609,Scott Wood,Golden State Warriors,3137.362606258564
610,Cameron Jones,Golden State Warriors,3137.362606258564
611,Nikola Jovanovic,Detroit Pistons,3137.362606258564
612,Trey Freeman,Detroit Pistons,3137.362606258564
613,Ben Bentil,Dallas Mavericks,3137.362606258564
614,Jameel Warney,Dallas Mavericks,3137.362606258564
615,Keith Hornsby,Dallas Mavericks,3137.362606258564
616,Dorian Finney-Smith,Dallas Mavericks,3137.362606258564
617,Sheldon Mac,Washington Wizards,3137.362606258564
618,Diamond Stone,LA Clippers,3137.362606258564
619,D'Vauntes Smith-Rivera,Chicago Bulls,3137.362606258564
620,Shaquille Harrison,Chicago Bulls,3137.362606258564
621,Ryan Arcidiacono,Chicago Bulls,3137.362606258564
622,Thomas Walkup,Chicago Bulls,3137.362606258564
623,J.J. Avila,Chicago Bulls,3137.362606258564
624,Julyan Stone,Chicago Bulls,3137.362606258564
625,Quincy Ford,New Orleans Pelicans,3137.362606258564
626,Jonathan Holmes,Boston Celtics,3137.362606258564
627,Nicolas Brussino,Dallas Mavericks,3137.362606258564
628,Treveon Graham,Charlotte Hornets,3137.362606258564
629,Jonathan Gibson,Dallas Mavericks,2345.861330624688
630,Toney Douglas,Memphis Grizzlies,1527.0550893959191
631,Joel Anthony,San Antonio Spurs,1271.889881945551
632,Ryan Kelly,Atlanta Hawks,873.6245522768554
633,Ronnie Price,Phoenix Suns,814.0142292469966
634,Deron Williams,Dallas Mavericks,715.4408153128751
635,Isaiah Taylor,Houston Rockets,690.7045664574106
636,Norris Cole,Oklahoma City Thunder,653.2565998640366
637,Jose Calderon,Los Angeles Lakers,653.2565998640366
638,Lamar Patterson,Atlanta Hawks,647.8151953517521
639,Andrew Bogut,Dallas Mavericks,623.2270713276612
640,Matt Barnes,Sacramento Kings,623.2270713276612
641,Okaro White,Miami Heat,472.8858228970821
642,Yogi Ferrell,Brooklyn Nets,458.6640409164781
643,Larry Sanders,Cleveland Cavaliers,458.32859887617775
644,Jordan Crawford,New Orleans Pelicans,318.2739428422718
645,Johnny O'Bryant III,Charlotte Hornets,276.99095300765856
646,Chasson Randle,Philadelphia 76ers,219.8325908458409
647,Omri Casspi,Sacramento Kings,203.50355731174915
648,Briante Weber,Charlotte Hornets,175.7313462392318
649,Ray McCallum,Charlotte Hornets,155.8067678319153
650,Hollis Thompson,Philadelphia 76ers,141.31946438928014
651,Derrick Williams,Miami Heat,141.31946438928014
652,Manny Harris,Dallas Mavericks,141.31946438928014
653,Shawn Long,Philadelphia 76ers,85.11070572427052
654,Wayne Selden,Memphis Grizzlies,73.38589338559426
655,Troy Williams,Memphis Grizzlies,62.52961585035531
656,Archie Goodwin,Brooklyn Nets,59.74952997036423
657,David Nwaba,Los Angeles Lakers,57.42717763402483
658,Mike Tobey,Charlotte Hornets,47.8751285278778
659,Anthony Brown,Orlando Magic,35.329866097320036
660,Justin Harper,Philadelphia 76ers,35.329866097320036
661,Alonzo Gee,Denver Nuggets,35.329866097320036
662,Jarell Eddie,Phoenix Suns,35.329866097320036
663,Jarrett Jack,New Orleans Pelicans,35.329866097320036
664,Jarrod Uthoff,Dallas Mavericks,24.425503850525267
665,Alex Poythress,Philadelphia 76ers,13.135841815111055
666,Gary Payton II,Milwaukee Bucks,13.098514557641035
667,Patricio Garino,Orlando Magic,10.85600587404268
668,Pierre Jackson,Dallas Mavericks,10.85600587404268
669,Marcus Georges-Hunt,Orlando Magic,10.85600587404268
670,Elijah Millsap,Phoenix Suns,5.6528765919930315
671,Quinn Cook,Dallas Mavericks,2.7138316815907713
672,Axel Toupane,Milwaukee Bucks,2.530610082534017
673,Dahntay Jones,Cleveland Cavaliers,0.3532741573988507
