,Player,Team,Salary
575,Amar'e Stoudemire,New York Knicks,1493.2669369063665
576,Lorenzo Brown,Minnesota Timberwolves,1273.2396208515024
577,Kendrick Perkins,Oklahoma City Thunder,1195.4385527471657
578,John Lucas III,Detroit Pistons,1149.0163755014667
579,Elijah Millsap,Utah Jazz,926.565866344248
580,Bernard James,Dallas Mavericks,889.7958772060573
581,Langston Galloway,New York Knicks,881.3719280742091
582,Tyler Johnson,Miami Heat,633.9491397764212
583,Henry Walker,Miami Heat,610.4988676603505
584,Michael Beasley,Miami Heat,605.6734099738366
585,Quincy Miller,Sacramento Kings,531.3079584714184
586,Earl Barron,Phoenix Suns,531.3079584714184
587,James Michael McAdoo,Golden State Warriors,442.872637500991
588,Jordan Hamilton,LA Clippers,359.59167971140886
589,JaMychal Green,Memphis Grizzlies,285.9771192420518
590,Toney Douglas,New Orleans Pelicans,183.84398598271625
591,Chris Johnson,Utah Jazz,183.84398598271625
592,Elliot Williams,Utah Jazz,183.84398598271625
593,Nate Robinson,LA Clippers,183.84398598271625
594,Toure' Murry,Washington Wizards,146.3054806310949
595,Jorge Gutierrez,Brooklyn Nets,146.3054806310949
596,Bryce Cotton,Utah Jazz,135.7145833029414
597,Jack Cooley,Utah Jazz,56.48804560374217
598,Jabari Brown,Los Angeles Lakers,56.48804560374217
599,Tim Frazier,Portland Trail Blazers,56.48804560374217
600,Tyrus Thomas,Memphis Grizzlies,45.96099649567906
601,A.J. Price,Phoenix Suns,45.96099649567906
602,Austin Daye,San Antonio Spurs,45.96099649567906
603,Ricky Ledo,New York Knicks,36.576370157773724
604,Seth Curry,Phoenix Suns,36.576370157773724
605,Andre Dawkins,Miami Heat,14.122011400935543
606,David Stockton,Sacramento Kings,13.783355093950686
