,Player,Team,Salary
577,Andre Miller,San Antonio Spurs,898.2223214285714
578,Jason Thompson,Toronto Raptors,858.7394475571429
579,Ryan Hollins,Memphis Grizzlies,820.1508003571429
580,Nazr Mohammed,Oklahoma City Thunder,709.7008649142857
581,Ty Lawson,Indiana Pacers,640.5074505142857
582,Chase Budinger,Phoenix Suns,607.3591552
583,Kevin Martin,San Antonio Spurs,574.8622857142857
584,Marcus Thornton,Washington Wizards,574.8622857142857
585,Andrew Goudelock,Houston Rockets,574.8622857142857
586,Jorge Gutierrez,Charlotte Hornets,512.7599575
587,Bryce Dejean-Jones,New Orleans Pelicans,412.2890527
588,Tony Wroten,Philadelphia 76ers,400.3538405142857
589,Sean Kilpatrick,Brooklyn Nets,257.33808892857144
590,Lorenzo Brown,Phoenix Suns,177.42521622857143
591,Jeff Ayres,LA Clippers,177.42521622857143
592,Jordan McRae,Phoenix Suns,176.6364345142857
593,Erick Green,Utah Jazz,141.19912462857144
594,Alan Williams,Phoenix Suns,99.35799441428571
595,Keith Appling,Orlando Magic,54.51820251428571
596,Orlando Johnson,Phoenix Suns,44.35630405714286
597,Phil Pressey,Phoenix Suns,44.35630405714286
598,Elliot Williams,Memphis Grizzlies,44.35630405714286
599,Cory Jefferson,Phoenix Suns,35.29978115714286
600,Thanasis Antetokounmpo,New York Knicks,13.629550628571428
