,Player,Team,Salary
570,Mitchell Creek,Brooklyn Nets,22.02840551099942
571,BJ Johnson,Sacramento Kings,17.843092167391454
572,Billy Garrett Jr.,New York Knicks,17.843092167391454
573,Deyonta Davis,Atlanta Hawks,6.316786156730703
574,Michael Frazier,Houston Rockets,5.506868870804661
575,Yante Maten,Miami Heat,3.5243960773149827
576,Eric Moreland,Toronto Raptors,2.8677660917452807
577,Jordan McRae,Washington Wizards,2.8677660917452807
578,Jonathan Gibson,Boston Celtics,2.8677660917452807
579,Tarik Phillip,Washington Wizards,0.8810990193287457
580,Duncan Robinson,Miami Heat,0.8810990193287457
581,Theo Pinson,Brooklyn Nets,0.22027475483218642
582,Kendrick Nunn,Miami Heat,0.22027475483218642
