,Player,Height,Weight,College,USA,YearsPro,DraftRound,DraftNum,Season
411,Sean Williams,208.28,106.59412,1,1,5,1,17,2012
412,Sebastian Telfair,182.88,77.11064,0,1,8,1,13,2012
413,Semih Erden,213.36,108.86208,0,0,4,2,60,2012
414,Serge Ibaka,208.28,106.59412,0,0,4,1,24,2012
415,Shane Battier,203.2,102.0582,1,1,11,1,6,2012
416,Shannon Brown,193.04,95.25431999999999,1,1,6,1,25,2012
417,Shaun Livingston,200.66,79.3786,0,1,8,1,4,2012
418,Shawn Marion,200.66,103.418976,1,1,13,1,9,2012
419,Shawne Williams,205.74,104.32616,1,1,6,1,17,2012
420,Shelden Williams,205.74,113.398,1,1,6,1,5,2012
421,Shelvin Mack,190.5,93.893544,1,1,1,2,34,2012
422,Solomon Alabi,215.9,114.305184,1,0,2,2,50,2012
423,Solomon Jones,208.28,111.13004,1,1,6,2,33,2012
424,Spencer Hawes,215.9,111.13004,1,1,5,1,10,2012
425,Stephen Curry,190.5,83.91452,1,1,3,1,7,2012
426,Stephen Jackson,203.2,99.79024,1,1,15,2,42,2012
427,Steve Blake,190.5,78.017824,1,1,9,2,38,2012
428,Steve Nash,190.5,80.73937600000002,1,0,16,1,15,2012
429,Steve Novak,208.28,108.86208,1,1,6,2,32,2012
430,Sundiata Gaines,185.42,90.7184,1,1,3,Undrafted,Undrafted,2012
431,T.J. Ford,182.88,74.84268,1,1,9,1,8,2012
432,Taj Gibson,205.74,102.0582,1,1,3,1,26,2012
433,Tayshaun Prince,205.74,97.52228,1,1,10,1,23,2012
434,Terrel Harris,193.04,86.18248,1,1,1,Undrafted,Undrafted,2012
435,Terrence Williams,198.12,99.79024,1,1,3,1,11,2012
436,Thabo Sefolosha,200.66,97.52228,0,0,6,1,13,2012
437,Thaddeus Young,203.2,99.79024,1,1,5,1,12,2012
438,Tiago Splitter,210.82,108.86208,0,0,5,1,28,2012
439,Tim Duncan,210.82,115.66596,1,0,15,1,1,2012
440,Timofey Mozgov,215.9,113.398,0,0,2,Undrafted,Undrafted,2012
441,Tobias Harris,203.2,102.511792,1,1,1,1,19,2012
442,Toney Douglas,187.96,83.91452,1,1,3,1,29,2012
443,Tony Allen,193.04,96.615096,1,1,8,1,25,2012
444,Tony Battie,210.82,108.86208,1,1,15,1,5,2012
445,Tony Parker,187.96,83.91452,0,0,11,1,28,2012
446,Tracy McGrady,203.2,102.0582,0,1,15,1,9,2012
447,Travis Leslie,193.04,92.98636,1,1,1,2,47,2012
448,Travis Outlaw,205.74,93.893544,0,1,9,1,23,2012
449,Trevor Ariza,203.2,95.25431999999999,1,1,8,2,43,2012
450,Trevor Booker,203.2,108.86208,1,1,2,1,23,2012
451,Trey Johnson,195.58,97.52228,1,1,2,Undrafted,Undrafted,2012
452,Trey Thompkins,208.28,111.13004,1,1,1,2,37,2012
453,Tristan Thompson,205.74,102.965384,1,0,1,1,4,2012
454,Troy Murphy,210.82,111.13004,1,1,11,1,14,2012
455,Ty Lawson,180.34,88.45044,1,1,3,1,18,2012
456,Tyler Hansbrough,205.74,113.398,1,1,3,1,13,2012
457,Tyler Honeycutt,203.2,85.275296,1,1,1,2,35,2012
458,Tyreke Evans,198.12,99.79024,1,1,3,1,4,2012
459,Tyrus Thomas,208.28,102.0582,1,1,6,1,4,2012
460,Tyson Chandler,215.9,108.86208,0,1,11,1,2,2012
461,Udonis Haslem,203.2,106.59412,1,1,8,Undrafted,Undrafted,2012
462,Vernon Macklin,208.28,102.965384,1,1,1,2,52,2012
463,Vince Carter,198.12,99.79024,1,1,14,1,5,2012
464,Vladimir Radmanovic,208.28,106.59412,0,0,11,1,12,2012
465,Von Wafer,195.58,94.800728,1,1,7,2,39,2012
466,Wayne Ellington,193.04,90.7184,1,1,3,1,28,2012
467,Wesley Johnson,200.66,97.52228,1,1,2,1,4,2012
468,Wesley Matthews,195.58,99.79024,1,1,3,Undrafted,Undrafted,2012
469,Will Bynum,182.88,83.91452,1,1,4,Undrafted,Undrafted,2012
470,Willie Green,190.5,91.171992,1,1,9,2,41,2012
471,Wilson Chandler,203.2,102.0582,1,1,5,1,23,2012
472,Xavier Henry,198.12,99.79024,1,1,2,1,12,2012
473,Xavier Silas,195.58,92.98636,1,1,1,Undrafted,Undrafted,2012
474,Yi Jianlian,213.36,113.398,0,1,5,1,6,2012
475,Zach Randolph,205.74,117.93392,1,1,11,1,19,2012
476,Zaza Pachulia,210.82,124.7378,0,0,9,2,42,2012
