,Player,Height,Weight,College,USA,YearsPro,DraftRound,DraftNum,Season
397,Patrick McCaw,200.66,82.10015200000002,1,1,4,2,38,2020
398,Patrick Patterson,203.2,106.59412,1,1,10,1,14,2020
399,Patty Mills,185.42,81.64656,1,0,11,2,55,2020
400,Paul George,203.2,99.79024,1,1,10,1,10,2020
401,Paul Millsap,200.66,116.573144,1,1,14,2,47,2020
402,Paul Watson,198.12,95.25431999999999,1,1,1,Undrafted,Undrafted,2020
403,Quinn Cook,185.42,81.64656,1,1,4,Undrafted,Undrafted,2020
404,Quinndary Weatherspoon,190.5,92.98636,1,1,1,2,49,2020
405,RJ Barrett,198.12,97.068688,1,0,1,1,3,2020
406,Rajon Rondo,185.42,81.64656,1,1,14,1,21,2020
407,Raul Neto,185.42,81.64656,0,0,7,2,47,2020
408,Rayjon Tucker,190.5,94.800728,0,1,1,Undrafted,Undrafted,2020
409,Reggie Bullock,198.12,92.98636,1,1,7,1,25,2020
410,Reggie Jackson,190.5,94.347136,1,1,9,1,24,2020
411,Richaun Holmes,208.28,106.59412,1,1,5,2,37,2020
412,Ricky Rubio,190.5,86.18248,0,0,11,1,5,2020
413,Robert Covington,200.66,94.800728,1,1,7,Undrafted,Undrafted,2020
414,Robert Williams III,203.2,107.501304,1,1,2,1,27,2020
415,Robin Lopez,213.36,127.459352,1,1,12,1,15,2020
416,Rodions Kurucs,205.74,103.418976,0,0,2,2,40,2020
417,Rodney Hood,203.2,94.347136,1,1,6,1,23,2020
418,Rodney McGruder,193.04,92.98636,1,1,4,Undrafted,Undrafted,2020
419,Romeo Langford,193.04,97.975872,1,1,1,1,14,2020
420,Rondae Hollis-Jefferson,198.12,98.429464,1,1,5,1,23,2020
421,Royce O'Neale,193.04,102.511792,1,1,3,Undrafted,Undrafted,2020
422,Rudy Gay,203.2,113.398,1,1,14,1,8,2020
423,Rudy Gobert,215.9,117.026736,0,0,7,1,27,2020
424,Rui Hachimura,203.2,104.32616,1,0,1,1,9,2020
425,Russell Westbrook,190.5,90.7184,1,1,12,1,4,2020
426,Ryan Anderson,205.74,108.86208,1,1,12,1,21,2020
427,Ryan Arcidiacono,190.5,88.45044,1,1,3,Undrafted,Undrafted,2020
428,Ryan Broekhoff,198.12,97.52228,0,0,2,Undrafted,Undrafted,2020
429,Sekou Doumbouya,203.2,104.32616,0,0,1,1,15,2020
430,Semi Ojeleye,198.12,108.86208,1,1,3,2,37,2020
431,Serge Ibaka,213.36,106.59412,0,0,12,1,24,2020
432,Seth Curry,187.96,83.91452,1,1,2,Undrafted,Undrafted,2020
433,Shabazz Napier,182.88,79.3786,1,1,6,1,24,2020
434,Shai Gilgeous-Alexander,195.58,81.64656,1,0,2,1,11,2020
435,Shake Milton,195.58,92.98636,1,1,2,2,54,2020
436,Shamorie Ponds,182.88,79.3786,0,1,1,Undrafted,Undrafted,2020
437,Shaquille Harrison,200.66,86.18248,1,1,3,Undrafted,Undrafted,2020
438,Skal Labissiere,208.28,106.59412,1,0,4,1,28,2020
439,Solomon Hill,198.12,102.511792,1,1,7,1,23,2020
440,Spencer Dinwiddie,195.58,97.52228,1,1,6,2,38,2020
441,Stanley Johnson,198.12,109.76926399999999,1,1,5,1,8,2020
442,Stanton Kidd,198.12,97.975872,1,1,1,Undrafted,Undrafted,2020
443,Stephen Curry,190.5,83.91452,1,1,11,1,7,2020
444,Sterling Brown,195.58,99.336648,1,1,3,2,46,2020
445,Steven Adams,210.82,120.20188,1,0,7,1,12,2020
446,Svi Mykhailiuk,200.66,92.98636,1,0,2,2,47,2020
447,T.J. McConnell,185.42,86.18248,1,1,5,Undrafted,Undrafted,2020
448,T.J. Warren,203.2,99.79024,1,1,6,1,14,2020
449,TJ Leaf,208.28,100.697424,1,1,3,1,18,2020
450,Tacko Fall,226.06,141.067112,0,0,1,Undrafted,Undrafted,2020
451,Taj Gibson,205.74,105.233344,1,1,11,1,26,2020
452,Talen Horton-Tucker,193.04,106.140528,1,1,1,2,46,2020
453,Tariq Owens,208.28,92.98636,1,1,1,Undrafted,Undrafted,2020
454,Taurean Prince,200.66,98.883056,1,1,4,1,12,2020
455,Terance Mann,195.58,97.52228,1,1,1,2,48,2020
456,Terence Davis,193.04,91.171992,0,1,1,Undrafted,Undrafted,2020
457,Terrance Ferguson,198.12,86.18248,0,1,3,1,21,2020
458,Terrence Ross,198.12,93.439952,1,1,8,1,8,2020
459,Terry Rozier,185.42,86.18248,1,1,5,1,16,2020
460,Thabo Sefolosha,198.12,97.52228,0,0,14,1,13,2020
461,Thaddeus Young,203.2,106.59412,1,1,13,1,12,2020
462,Thanasis Antetokounmpo,198.12,99.336648,0,0,6,2,51,2020
463,Theo Pinson,195.58,96.161504,0,1,2,Undrafted,Undrafted,2020
464,Thomas Bryant,208.28,112.490816,1,1,3,2,42,2020
465,Thon Maker,213.36,100.243832,0,0,4,1,10,2020
466,Tim Frazier,182.88,77.11064,0,1,6,Undrafted,Undrafted,2020
467,Tim Hardaway Jr.,195.58,92.98636,1,1,7,1,24,2020
468,Timothe Luwawu-Cabarrot,200.66,99.79024,0,0,4,1,24,2020
469,Tobias Harris,203.2,102.511792,1,1,9,1,19,2020
470,Tomas Satoransky,200.66,95.25431999999999,0,0,8,2,32,2020
471,Tony Bradley,208.28,112.490816,1,1,3,1,28,2020
472,Tony Snell,198.12,96.615096,1,1,7,1,20,2020
473,Torrey Craig,200.66,100.243832,1,1,3,Undrafted,Undrafted,2020
474,Trae Young,185.42,81.64656,1,1,2,1,5,2020
475,Tremont Waters,177.8,79.3786,1,1,1,2,51,2020
476,Treveon Graham,195.58,99.336648,1,1,4,Undrafted,Undrafted,2020
477,Trevor Ariza,203.2,97.52228,1,1,16,2,43,2020
478,Trey Burke,182.88,83.91452,1,1,7,1,9,2020
479,Trey Lyles,205.74,106.140528,1,1,5,1,12,2020
480,Tristan Thompson,205.74,115.212368,1,0,9,1,4,2020
481,Troy Brown Jr.,198.12,97.52228,1,1,2,1,15,2020
482,Troy Daniels,193.04,90.7184,1,1,7,Undrafted,Undrafted,2020
483,Ty Jerome,195.58,88.45044,1,1,1,1,24,2020
484,Tyler Cook,203.2,115.66596,0,1,1,Undrafted,Undrafted,2020
485,Tyler Herro,195.58,88.45044,1,1,1,1,13,2020
486,Tyler Johnson,190.5,84.368112,1,1,6,Undrafted,Undrafted,2020
487,Tyrone Wallace,195.58,89.811216,1,1,4,2,60,2020
488,Tyson Chandler,213.36,106.59412,0,1,19,1,2,2020
489,Tyus Jones,182.88,88.904032,1,1,5,1,24,2020
490,Udonis Haslem,203.2,106.59412,1,1,16,Undrafted,Undrafted,2020
491,Vic Law,200.66,91.171992,1,1,1,Undrafted,Undrafted,2020
492,Victor Oladipo,193.04,96.615096,1,1,7,1,2,2020
493,Vince Carter,198.12,99.79024,1,1,22,1,5,2020
494,Vincent Poirier,213.36,106.59412,0,0,1,Undrafted,Undrafted,2020
495,Vlatko Cancar,203.2,107.047712,0,0,3,2,49,2020
496,Wayne Ellington,193.04,93.893544,1,1,11,1,28,2020
497,Wendell Carter Jr.,205.74,122.46984,1,1,2,1,7,2020
498,Wenyen Gabriel,205.74,92.98636,0,0,1,Undrafted,Undrafted,2020
499,Wes Iwundu,198.12,88.45044,1,1,3,2,33,2020
500,Wesley Matthews,193.04,99.79024,1,1,11,Undrafted,Undrafted,2020
501,Will Barton,195.58,82.10015200000002,1,1,8,2,40,2020
502,William Howard,203.2,93.893544,0,0,1,Undrafted,Undrafted,2020
503,Willie Cauley-Stein,213.36,108.86208,1,1,5,1,6,2020
504,Willy Hernangomez,210.82,113.398,0,0,5,2,35,2020
505,Wilson Chandler,203.2,106.59412,1,1,13,1,23,2020
506,Yogi Ferrell,182.88,80.73937600000002,1,1,4,Undrafted,Undrafted,2020
507,Yuta Watanabe,203.2,97.52228,1,0,2,Undrafted,Undrafted,2020
508,Zach Collins,210.82,113.398,1,1,3,1,10,2020
509,Zach LaVine,198.12,90.7184,1,1,6,1,13,2020
510,Zach Norvell Jr.,195.58,92.98636,0,1,1,Undrafted,Undrafted,2020
511,Zhaire Smith,190.5,92.98636,1,1,2,1,16,2020
512,Zion Williamson,198.12,128.820128,1,1,1,1,1,2020
513,Zylan Cheatham,195.58,99.79024,0,1,1,Undrafted,Undrafted,2020
