,Player,Height,Weight,College,USA,YearsPro,DraftRound,DraftNum,Season
406,Salah Mejri,218.44,111.13004,0,0,2,Undrafted,Undrafted,2017
407,Sam Dekker,205.74,104.32616,1,1,2,1,18,2017
408,Sasha Vujacic,200.66,88.45044,0,0,13,1,27,2017
409,Sean Kilpatrick,193.04,99.336648,1,1,3,Undrafted,Undrafted,2017
410,Semaj Christon,190.5,86.18248,1,1,3,2,55,2017
411,Serge Ibaka,208.28,106.59412,0,0,9,1,24,2017
412,Sergio Rodriguez,190.5,79.83219199999998,0,0,11,1,27,2017
413,Seth Curry,187.96,83.91452,1,1,4,Undrafted,Undrafted,2017
414,Shabazz Muhammad,198.12,101.151016,1,1,4,1,14,2017
415,Shabazz Napier,185.42,79.3786,1,1,3,1,24,2017
416,Shaun Livingston,200.66,87.089664,0,1,13,1,4,2017
417,Shawn Long,205.74,115.66596,1,1,1,Undrafted,Undrafted,2017
418,Sheldon Mac,198.12,90.7184,1,1,1,Undrafted,Undrafted,2017
419,Shelvin Mack,190.5,92.079176,1,1,6,2,34,2017
420,Skal Labissiere,210.82,102.0582,1,0,1,1,28,2017
421,Solomon Hill,200.66,102.0582,1,1,4,1,23,2017
422,Spencer Dinwiddie,198.12,90.7184,1,1,3,2,38,2017
423,Spencer Hawes,215.9,111.13004,1,1,10,1,10,2017
424,Stanley Johnson,200.66,111.13004,1,1,2,1,8,2017
425,Stephen Curry,190.5,86.18248,1,1,8,1,7,2017
426,Stephen Zimmerman,213.36,108.86208,1,1,1,2,41,2017
427,Steve Novak,208.28,102.0582,1,1,11,2,32,2017
428,Steven Adams,213.36,115.66596,1,0,4,1,12,2017
429,T.J. McConnell,187.96,90.7184,1,1,2,Undrafted,Undrafted,2017
430,TJ Warren,203.2,102.0582,1,1,3,1,14,2017
431,Taj Gibson,205.74,107.047712,1,1,8,1,26,2017
432,Tarik Black,205.74,113.398,1,1,3,Undrafted,Undrafted,2017
433,Taurean Prince,203.2,99.79024,1,1,1,1,12,2017
434,Terrence Jones,205.74,115.66596,1,1,5,1,18,2017
435,Terrence Ross,200.66,88.45044,1,1,5,1,8,2017
436,Terry Rozier,187.96,86.18248,1,1,2,1,16,2017
437,Thabo Sefolosha,200.66,99.79024,0,0,11,1,13,2017
438,Thaddeus Young,203.2,100.243832,1,1,10,1,12,2017
439,Thomas Robinson,208.28,107.501304,1,1,5,1,5,2017
440,Thon Maker,215.9,101.151016,0,0,1,1,10,2017
441,Tiago Splitter,210.82,111.13004,0,0,10,1,28,2017
442,Tim Frazier,185.42,77.11064,0,1,3,Undrafted,Undrafted,2017
443,Tim Hardaway Jr.,198.12,92.98636,1,1,4,1,24,2017
444,Tim Quarterman,198.12,86.18248,1,1,1,Undrafted,Undrafted,2017
445,Timofey Mozgov,215.9,124.7378,0,0,7,Undrafted,Undrafted,2017
446,Timothe Luwawu-Cabarrot,198.12,92.98636,0,0,1,1,24,2017
447,Tobias Harris,205.74,106.59412,1,1,6,1,19,2017
448,Tomas Satoransky,200.66,95.25431999999999,0,0,5,2,32,2017
449,Toney Douglas,187.96,88.45044,1,1,8,1,29,2017
450,Tony Allen,193.04,96.615096,1,1,13,1,25,2017
451,Tony Parker,187.96,83.91452,0,0,16,1,28,2017
452,Tony Snell,200.66,98.429464,1,1,4,1,20,2017
453,Treveon Graham,198.12,102.511792,1,1,1,Undrafted,Undrafted,2017
454,Trevor Ariza,203.2,97.52228,1,1,13,2,43,2017
455,Trevor Booker,203.2,103.418976,1,1,7,1,23,2017
456,Trey Burke,185.42,86.636072,1,1,4,1,9,2017
457,Trey Lyles,208.28,106.140528,1,1,2,1,12,2017
458,Tristan Thompson,205.74,107.954896,1,0,6,1,4,2017
459,Troy Daniels,193.04,92.98636,1,1,4,Undrafted,Undrafted,2017
460,Troy Williams,200.66,95.25431999999999,1,1,1,Undrafted,Undrafted,2017
461,Ty Lawson,180.34,88.45044,1,1,8,1,18,2017
462,Tyler Ennis,190.5,87.996848,1,0,3,1,18,2017
463,Tyler Johnson,193.04,84.368112,1,1,3,Undrafted,Undrafted,2017
464,Tyler Ulis,177.8,68.0388,1,1,1,2,34,2017
465,Tyler Zeller,213.36,114.758776,1,1,5,1,17,2017
466,Tyreke Evans,198.12,99.79024,1,1,8,1,4,2017
467,Tyson Chandler,215.9,108.86208,0,1,16,1,2,2017
468,Tyus Jones,187.96,88.45044,1,1,2,1,24,2017
469,Udonis Haslem,203.2,106.59412,1,1,13,Undrafted,Undrafted,2017
470,Victor Oladipo,193.04,95.25431999999999,1,1,4,1,2,2017
471,Vince Carter,198.12,99.79024,1,1,19,1,5,2017
472,Wade Baldwin IV,193.04,91.625584,1,1,1,1,17,2017
473,Wayne Ellington,193.04,90.7184,1,1,8,1,28,2017
474,Wayne Selden,195.58,104.32616,1,1,1,Undrafted,Undrafted,2017
475,Wesley Johnson,200.66,97.52228,1,1,7,1,4,2017
476,Wesley Matthews,195.58,99.79024,1,1,8,Undrafted,Undrafted,2017
477,Will Barton,198.12,79.3786,1,1,5,2,40,2017
478,Willie Cauley-Stein,213.36,108.86208,1,1,2,1,6,2017
479,Willie Reed,210.82,111.13004,1,1,2,Undrafted,Undrafted,2017
480,Willy Hernangomez,210.82,108.86208,0,0,2,2,35,2017
481,Wilson Chandler,203.2,102.0582,1,1,10,1,23,2017
482,Yogi Ferrell,182.88,81.64656,1,1,1,Undrafted,Undrafted,2017
483,Zach LaVine,195.58,83.91452,1,1,3,1,13,2017
484,Zach Randolph,205.74,117.93392,1,1,16,1,19,2017
485,Zaza Pachulia,210.82,124.7378,0,0,14,2,42,2017
