,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
429,Russell Westbrook,PG,22,OKC,82,82,34.7,7.5,17.0,.442,0.4,1.3,.330,7.1,15.7,.451,.454,6.5,7.7,.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,23.6,.538,.074,.454,5.2,10.3,7.8,42.7,2.8,0.8,15.9,31.6,6.3,3.1,9.4,.159,4.3,4.2,4.4,97%,3%,,,,1.8,-8.5,133,103,51,51,253,7,1476,42,103
430,D.J. White,C-PF,24,TOT,47,0,14.6,2.4,4.7,.507,0.0,0.0,.000,2.4,4.6,.512,.507,1.0,1.4,.719,0.9,2.4,3.4,0.4,0.3,0.4,0.3,1.6,5.7,15.3,.542,.009,.292,7.6,20.0,13.8,4.9,0.9,2.3,5.4,17.7,1.1,0.7,1.8,.128,-0.6,-1.1,0.2,,,2%,57%,41%,-2.5,-2.6,5,2,48,5,28,2,43,4,9
431,Hassan Whiteside,C,21,SAC,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-17.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.007,-27.9,-27.9,0.0,,,,,100%,-133.3,-127.6,0,0,2,0,0,0,0,0,0
432,Chris Wilcox,PF,28,DET,57,29,17.5,3.3,5.6,.581,0.0,0.0,.000,3.3,5.6,.583,.581,0.9,1.6,.562,1.7,3.1,4.8,0.8,0.5,0.3,0.8,2.5,7.4,18.0,.587,.003,.276,11.2,22.7,16.7,7.4,1.6,1.4,10.6,18.9,2.0,0.8,2.8,.133,-0.3,-1.4,0.2,,,1%,89%,11%,0.0,5.2,20,7,77,10,47,2,92,18,17
433,Damien Wilkins,SF,31,ATL,52,0,13.0,1.3,2.6,.504,0.0,0.2,.200,1.3,2.4,.528,.511,0.8,1.1,.714,0.4,1.3,1.7,0.8,0.5,0.2,0.4,1.4,3.5,11.4,.557,.073,.409,4.1,11.9,8.0,9.3,2.1,1.0,11.5,12.8,0.7,0.8,1.5,.104,-2.4,-1.0,0.2,,19%,69%,11%,,-7.9,-8.5,9,3,26,4,28,0,90,2,10
434,Deron Williams,PG,26,TOT,65,65,37.9,6.6,15.0,.439,1.6,4.9,.331,5.0,10.1,.491,.493,5.4,6.3,.845,0.6,3.4,4.0,10.3,1.2,0.2,3.5,2.9,20.1,21.1,.566,.325,.423,1.9,10.9,6.3,45.9,1.7,0.5,16.6,25.8,6.2,1.1,7.3,.142,4.3,3.0,3.1,86%,14%,,,,-2.7,2.7,139,54,71,21,165,19,1459,40,61
435,Jason Williams,PG,35,TOT,27,0,10.9,0.8,2.5,.328,0.4,1.4,.263,0.4,1.1,.414,.403,0.0,0.0,,0.1,1.0,1.1,1.9,0.4,0.0,0.7,0.3,2.0,8.4,.403,.567,.000,1.2,10.6,6.0,25.1,2.0,0.3,21.2,13.2,-0.2,0.4,0.2,.031,-2.3,-1.6,0.0,89%,11%,,,,5.6,1.3,13,1,2,1,0,0,113,0,0
436,Jawad Williams,SF,27,CLE,26,1,15.0,1.6,4.8,.325,0.5,1.7,.289,1.1,3.1,.346,.377,0.3,0.5,.750,0.3,1.6,1.8,0.8,0.3,0.1,0.6,1.3,4.0,4.8,.396,.357,.095,2.0,12.4,7.1,9.0,1.2,0.6,10.9,17.1,-0.6,0.1,-0.5,-0.067,-5.5,-6.8,-0.5,,,80%,20%,,-10.6,-1.2,8,4,25,3,5,3,49,2,8
437,Lou Williams,SG,24,PHI,75,0,23.3,4.3,10.6,.406,1.2,3.4,.348,3.1,7.2,.434,.462,3.9,4.7,.823,0.4,1.6,2.0,3.4,0.6,0.2,1.4,1.7,13.7,18.9,.540,.318,.448,2.1,7.7,4.9,24.1,1.4,0.7,9.7,27.8,3.5,1.6,5.1,.141,3.0,2.3,1.9,54%,46%,,,,1.8,0.2,43,36,53,15,135,10,538,25,52
438,Marvin Williams,SF,24,ATL,65,52,28.7,3.8,8.3,.458,0.6,1.7,.336,3.2,6.6,.489,.493,2.3,2.7,.845,1.0,3.8,4.8,1.4,0.5,0.4,1.0,1.6,10.4,13.5,.551,.205,.324,4.4,15.7,10.1,7.6,1.0,0.9,9.2,17.2,2.3,1.7,4.0,.102,-0.3,-0.8,0.6,,5%,79%,16%,,-0.9,-0.1,23,23,53,7,66,2,195,19,31
439,Mo Williams,PG,28,TOT,58,56,30.8,5.0,12.6,.399,1.4,4.2,.324,3.7,8.4,.436,.453,2.6,3.1,.853,0.4,2.3,2.6,6.6,0.9,0.2,2.9,2.6,14.0,13.9,.503,.334,.242,1.3,8.7,5.0,36.9,1.5,0.4,17.5,24.7,0.4,0.6,1.0,.026,-0.1,-2.4,-0.2,96%,4%,,,,-9.6,-3.9,107,43,63,7,53,7,840,9,27
440,Reggie Williams,SF,24,GSW,80,9,20.3,3.4,7.2,.469,1.3,3.0,.423,2.1,4.1,.502,.558,1.3,1.7,.746,0.6,2.1,2.7,1.5,0.4,0.0,0.7,1.6,9.2,14.9,.585,.421,.234,3.1,12.2,7.5,11.4,0.9,0.1,8.3,18.7,3.4,0.3,3.7,.109,1.6,-0.2,0.7,1%,64%,34%,,,-2.5,0.4,26,16,58,9,58,8,283,15,22
441,Shawne Williams,PF,24,NYK,64,11,20.7,2.6,6.0,.426,1.3,3.3,.401,1.2,2.7,.457,.536,0.6,0.8,.837,0.9,2.8,3.7,0.7,0.6,0.8,0.7,2.6,7.1,12.2,.558,.551,.127,5.1,15.6,10.3,5.3,1.5,2.8,10.2,15.2,1.4,1.1,2.5,.089,-0.5,-0.7,0.4,,,22%,70%,8%,-0.1,-1.8,16,13,105,6,23,4,113,7,19
442,Shelden Williams,PF,27,TOT,59,38,15.4,1.7,3.7,.468,0.0,0.0,,1.7,3.7,.468,.468,1.0,1.3,.773,1.6,3.1,4.6,0.5,0.4,0.4,0.7,2.1,4.5,12.3,.522,.000,.341,12.0,22.3,17.3,5.1,1.3,2.1,14.5,14.5,0.9,1.1,1.9,.102,-2.3,-2.7,-0.2,,,,66%,34%,-2.1,-5.8,12,14,68,12,36,10,77,6,25
443,Terrence Williams,SG,23,TOT,21,0,13.8,2.0,5.5,.374,0.3,1.0,.273,1.8,4.4,.398,.400,0.7,1.0,.667,0.2,2.2,2.4,1.8,0.4,0.0,1.6,1.2,5.0,6.9,.427,.191,.183,1.6,19.3,10.3,22.0,1.6,0.0,21.0,24.7,-0.8,0.2,-0.6,-0.096,-5.3,-6.0,-0.3,2%,49%,47%,2%,,-12.9,-10.9,18,8,13,0,9,0,83,1,7
444,Metta World Peace,SF,31,LAL,82,82,29.4,3.2,8.0,.397,1.0,2.8,.356,2.2,5.2,.419,.460,1.1,1.7,.676,1.2,2.0,3.3,2.1,1.5,0.4,1.1,2.2,8.5,11.2,.485,.354,.207,4.9,7.6,6.3,10.7,2.7,1.1,11.1,15.3,1.2,3.2,4.4,.088,-1.4,0.2,1.3,,,93%,7%,,9.7,7.2,39,20,68,18,61,10,385,10,42
445,Antoine Wright,SG,26,SAC,7,0,4.4,0.1,1.1,.125,0.0,0.6,.000,0.1,0.6,.250,.125,0.0,0.0,,0.3,0.1,0.4,0.0,0.1,0.0,0.1,0.4,0.3,-4.8,.125,.500,.000,7.2,3.8,5.5,0.0,1.6,0.0,11.1,12.6,-0.1,0.0,-0.1,-0.179,-11.2,-14.3,-0.1,,92%,8%,,,-26.1,-20.4,1,0,0,0,0,0,0,0,0
446,Brandan Wright,PF,23,TOT,37,2,10.2,1.6,3.2,.513,0.0,0.0,,1.6,3.2,.513,.513,0.6,0.8,.677,0.8,1.6,2.4,0.3,0.3,0.5,0.4,0.9,3.8,15.9,.540,.000,.265,9.2,18.2,13.6,5.1,1.5,3.4,9.7,17.2,0.4,0.4,0.8,.099,-0.8,-1.4,0.1,,,10%,87%,4%,-7.9,-3.2,3,4,20,3,17,0,26,5,10
447,Dorell Wright,SF,25,GSW,82,82,38.4,5.9,14.0,.423,2.4,6.3,.376,3.5,7.7,.462,.508,2.2,2.8,.789,1.1,4.2,5.3,3.0,1.5,0.8,1.6,2.1,16.4,15.0,.539,.450,.199,3.1,12.6,7.8,11.6,2.0,1.5,9.6,19.3,3.9,1.8,5.8,.088,1.3,0.8,2.2,,1%,88%,11%,,-2.7,-0.1,78,36,97,6,97,10,578,14,48
448,Julian Wright,SF,23,TOR,52,6,14.7,1.6,3.1,.513,0.0,0.2,.200,1.5,2.9,.533,.519,0.4,0.8,.512,0.9,1.4,2.3,1.1,0.8,0.4,0.8,0.9,3.6,12.1,.525,.063,.269,7.1,11.3,9.1,11.0,2.6,2.0,19.4,13.0,0.2,0.4,0.6,.038,-0.7,0.0,0.4,,18%,79%,3%,,-0.2,8.3,26,8,22,6,20,4,123,3,8
449,Nick Young,SG,25,WAS,64,40,31.8,6.4,14.6,.441,1.6,4.2,.387,4.8,10.4,.462,.497,2.9,3.6,.816,0.4,2.3,2.7,1.2,0.7,0.3,1.4,2.3,17.4,14.5,.538,.290,.244,1.4,8.6,4.9,6.6,1.1,0.6,8.0,24.4,2.3,0.4,2.8,.065,0.6,-1.3,0.4,1%,76%,23%,,,-8.0,0.2,21,32,74,18,92,12,164,17,30
450,Sam Young,SF,25,MEM,78,46,20.2,3.0,6.3,.472,0.2,0.6,.340,2.8,5.7,.486,.489,1.1,1.5,.767,0.5,1.9,2.4,0.9,0.9,0.3,0.8,1.5,7.3,12.5,.525,.101,.235,3.0,11.2,7.1,6.9,2.3,1.2,10.1,17.3,1.1,1.8,2.9,.088,-1.6,-0.9,0.5,,29%,69%,1%,,2.1,-0.5,22,20,54,8,57,8,154,14,55
451,Thaddeus Young,PF,22,PHI,82,1,26.0,5.6,10.3,.541,0.1,0.3,.273,5.5,10.1,.548,.544,1.5,2.1,.707,1.9,3.4,5.3,1.0,1.1,0.3,1.2,2.1,12.7,18.4,.566,.026,.205,8.3,15.2,11.7,6.7,2.2,0.9,9.7,22.1,3.2,3.0,6.2,.139,0.8,1.0,1.6,,,7%,90%,3%,5.0,7.1,23,42,82,17,93,12,188,31,42
